id,actor_1_gender,actor_2_gender,actor_3_gender,actor_1_name,actor_2_name,actor_3_name,director_gender,director_name
79877,2,2,2,Jean-Paul Belmondo,Philippe Noiret,Robert Morley,2,Jean Becker
194481,1,0,2,Ursula Andress,John Derek,Richard Jaeckel,0,John Derek
149957,2,1,2,Johnny Weissmuller,Karin Booth,Richard Wyler,2,Lee Sholem
100540,2,2,2,Chadwick Boseman,Tory Kittles,Billy Zane,0,Mischa Webley
55190,1,1,2,Fiona Perry,Bobbi Jo Lathan,Bill Oberst Jr.,0,Rachel Goldenberg
37462,1,2,2,Arlene Dahl,Philip Carey,Herbert Marshall,2,Ken Hughes
117004,2,2,1,Phillips Holmes,Walter Huston,Anita Page,2,W.S. Van Dyke
79327,0,0,0,Ed Kelly,Nina Kircher,Clarity Patton,2,Dave Kim
133716,2,1,2,Johnny Weissmuller,Christine Larsen,Robert Foulk,2,Dave Kim
146449,1,2,1,Loretta Young,Douglas Fairbanks Jr.,Louise Fazenda,2,Ted Wilde
220504,2,1,2,Johnny Weissmuller,Jean Byron,James Seay,2,Spencer Gordon Bennet
39442,2,1,2,Johnny Weissmuller,Jean Byron,James Seay,2,Greg Barker
92287,1,2,1,Trish Van Devere,Monte Markham,Janet Leigh,2,Mel Stuart
127413,2,1,2,John Turturro,Lynn Cohen,Max Casella,0,Michael Di Jiacomo
126929,2,1,2,Roman Polanski,Lynn Cohen,Max Casella,0,Marina Zenovich
28486,2,2,2,Richard Roxburgh,Ian Hart,Richard E. Grant,2,David Attwood
55045,1,2,2,Sara Foster,Cary Elwes,Michael Biehn,0,Andrew Shortell
18598,1,2,1,Leah Pipes,Scott Patterson,Lisa Darr,2,Norm Hunter
55872,2,1,2,Johnny Weissmuller,Brenda Joyce,Johnny Sheffield,2,Kurt Neumann
22451,2,1,2,Scott Bairstow,Rachel Shelley,Warrick Grier,2,Jason Wulfsohn
14059,1,2,2,Cynthia Stevenson,Richard Karn,Jim Belushi,2,Robert Vince
174343,2,1,1,Clark Gregg,Saxon Sharbino,Amanda Peet,2,Clark Gregg
21935,1,2,1,Brittany Curran,Alex Winzenread,Michelle Duffy,2,Alex Zamm
33546,2,2,1,Bud Abbott,Lou Costello,Marjorie Reynolds,2,Charles Barton
32582,1,0,0,Li Bingbing,Huang Xiaoming,Wang Zhi-Wen,0,Chen Kuo-Fu
15166,1,2,2,Bai Ling,Alec Newman,Parry Shen,0,Pearry Reginald Teo
105576,2,1,0,Philippe Noiret,Annie Girardot,Maria Schneider,2,Jean-Pierre Blanc
229221,2,2,1,Lawrence Gray,Alexander Gray,Bernice Claire,2,John Francis Dillon
58309,0,0,2,Arié Elmaleh,Élodie Navarre,Vincent Desagnat,0,Eric Rochant
263065,2,1,1,Kevin Conway,Penny Fuller,Glenn Close,0,Jack Hofsiss
73313,2,1,2,Barry Sullivan,Arlene Dahl,George Murphy,2,Harold F. Kress
114299,1,2,2,Joan Severance,Rodney Scott,Corbin Bernsen,0,Michael Valverde
25407,0,1,2,Pat O’Brien,Anne Jeffreys,Walter Slezak,2,Ted Tetzlaff
51490,2,2,1,Nick Stahl,Dash Mihok,Olivia Wilde,0,D.W. Brown
29996,2,1,2,Yul Brynner,Gina Lollobrigida,George Sanders,2,King Vidor
35153,2,2,2,Gary Stretch,Vinnie Jones,Stephen Rea,2,Marcus Warren
19127,2,1,0,Michael Caine,Brenda Vaccaro,Billy Connolly,2,Dick Clement
54940,2,1,2,Kiefer Sutherland,Kristy Swanson,Robert Sean Leonard,2,Richard Howard
14407,2,1,2,Jason Biggs,Natascha McElhone,Jeremy Northam,2,Saul Metzstein
18278,2,1,2,Patrick O'Kane,Shayla Beesley,Richard Brake,2,Craig Singer
42619,2,0,2,Robert Redford,Katharine Ross,Robert Blake,0,Abraham Polonsky
81972,2,2,1,Steven Waddington,Tony Becker,Dianna Agron,2,Chris Briant
40578,2,1,2,John Wayne,Lana Turner,David Farrar,2,John Farrow
68116,1,2,1,Tara Reid,Akemnji Ndifernyan,Alice O'Connell,0,Anya Camilleri
42189,2,2,1,Kevin Hart,Akemnji Ndifernyan,Alice O'Connell,0,Shannon Hartman
42187,2,1,0,Thorsten Kaye,Nikita Ager,Dan Metcalfe,2,David Worth
29052,2,1,2,Noel Willman,Jennifer Daniel,Ray Barrett,2,John Gilling
3686,2,0,2,Lex Barker,Pierre Brice,Anthony Steel,2,Harald Reinl
241982,0,2,0,Lorie Pester,Alain Delon,Lorien House,0,Louis Choquette
45752,2,2,1,Frank Welker,Matthew Lillard,Grey Griffin,0,Ethan Spaulding
209401,2,1,1,Chiwetel Ejiofor,Thandie Newton,Anika Noni Rose,0,Biyi Bandele
33037,2,2,1,Daws Butler,Don Messick,Julie Bennett,2,Joseph Barbera
135260,1,1,0,Edwige Fenech,Rosalba Neri,Eva Thulin,0,Ottavio Alessi
64628,1,2,1,Carroll Baker,Jean Sorel,Ida Galli,0,Romolo Guerrieri
75958,2,1,1,Jean-Louis Trintignant,Carroll Baker,Erika Blanc,2,Umberto Lenzi
161243,0,0,0,Frank Christian Marx,Udo Lutz,Alexandra Starnitzky,0,Robert Hasfogel
129359,2,1,2,Douglas Håge,Hjördis Petterson,Lars Ekborg,0,Per Gunvall
315362,2,2,2,Peter Haber,Mikael Persbrandt,Ingvar Hirdwall,0,Mårten Klingberg
120657,2,1,2,Lionel Barrymore,Miriam  Hopkins,Franchot Tone,2,King Vidor
171446,2,1,0,Richard Barthelmess,Betty Compson,William Holden,2,Frank Lloyd
82326,2,1,0,Richard Barthelmess,Betty Compson,William Holden,2,Greg Barker
219424,0,2,1,Marsha Hunt,Richard Carlson,Marjorie Main,0,Jules Dassin
108822,1,2,0,Guilaine Londez,Thomas Langmann,François Négret,1,Chantal Akerman
245169,0,1,1,Sam Huntington,Meaghan Rath,Emmanuelle Chriqui,2,Pat Kiely
48409,2,1,2,Robert Taylor,Tina Louise,Fess Parker,0,Michael Curtiz
136663,0,0,0,Arnon Zadok,Mohammed Bakri,Assi Dayan,2,Uri Barbash
247604,2,2,1,Robert Young,Frank Morgan,Mary Astor,2,Edward Buzzell
90956,2,2,2,Roland Winters,Keye Luke,Mantan Moreland,2,William Beaudine
116232,2,1,0,Lewis Stone,Cecilia Parker,Mickey Rooney,2,George B. Seitz
138513,2,1,1,"Louis Gossett, Jr.",Barbara Eve Harris,Rachael Crawford,2,Vic Sarin
120990,2,0,0,Jim Norton,Anthony Cumia,Gregg Hughes,0,Ryan Polito
214909,1,2,1,Norma Shearer,Melvyn Douglas,Gail Patrick,0,Robert Z. Leonard
153163,2,2,2,Lew Ayres,Lionel Barrymore,Lionel Atwill,2,Harold S. Bucquet
90955,2,2,2,Roland Winters,Keye Luke,Mantan Moreland,2,Lesley Selander
56599,2,1,0,Shintarô Katsu,Etsuko Ichihara,Osamu Ôkawa,2,Hiroshi Teshigahara
107999,2,1,2,Van Johnson,June Allyson,Hume Cronyn,2,Norman Taurog
27858,0,2,2,Cliff Robertson,Ty Hardin,James Gregory,2,Leslie H. Martinson
63039,2,1,2,Jon Voight,Mary Steenburgen,F. Murray Abraham,2,John Irvin
122192,1,2,2,Violante Placido,Daniel Auteuil,Mathieu Kassovitz,2,Michele Placido
30554,1,2,1,Carol Kane,Charles Durning,Jill Schoelen,2,Fred Walton
49742,2,2,2,Jim Backus,Morey Amsterdam,Jack Cassidy,2,Abe Levitow
98368,0,0,0,Rio Dewanto,Hannah Al Rashid,Aridh Tritama,2,Joko Anwar
72693,2,2,0,Vincent Price,Charles Bronson,Henry Hull,2,William Witney
84575,2,2,1,Larry the Cable Guy,David Mackey,Erin Beute,2,Alex Zamm
33030,1,2,1,Carole Lombard,Cary Grant,Kay Francis,2,John Cromwell
66945,0,0,0,John Atterbury,Pamela Binns,Lee Boardman,0,James Hacking
49776,2,2,1,Elvis Presley,Burgess Meredith,Joan Blondell,2,Peter Tewksbury
11496,2,2,2,Terence Hill,Robert Vaughn,Ross Hill,0,Enzo Barboni
133365,1,1,0,Ellie Kendrick,Kate Ashfield,Geoff Breton,0,Enzo Barboni
24649,2,1,2,Michael Weston,Alexandra Holden,Austin Pendleton,2,Richard Wenk
52627,2,2,2,Lance Henriksen,Kris Kristofferson,Gary Daniels,2,Albert Pyun
45760,2,1,2,Rafe Spall,Louise Delamere,Gerard Horan,2,James Hawes
47963,1,1,2,Rebecca Night,Alison Steadman,Hugo Speer,2,James Hawes
63339,2,2,2,Paddy Considine,Peter Capaldi,Tom Georgeson,2,James Hawes
44921,2,1,1,Richard Widmark,Felicia Farr,Susan Kohner,2,Delmer Daves
102222,2,2,1,Devon Sawa,Wes Chatham,Sarah Butler,2,Jason Connery
246011,1,1,1,Susan Sarandon,Lea Thompson,Amy Sedaris,2,Michael Tully
57326,2,1,2,David Keith,Vanessa Angel,John Rhys-Davies,2,James D.R. Hickox
77172,1,0,0,Elizabeth Garvie,Sabina Franklyn,David Rintoul,0,Cyril Coke
27771,2,1,2,Clayton Rohner,Faith Ford,Max Perlich,2,Daniel Zelik Berk
18684,2,2,1,Elvis Presley,Gig Young,Lola Albright,2,Phil Karlson
70703,2,2,2,William Shatner,Patrick Stewart,Avery Brooks,2,William Shatner
12787,2,2,2,Mickey Rourke,Christopher Walken,Jon Polito,2,Michael Seresin
18202,2,1,2,Sam Neill,Miranda Richardson,John Reardon,2,David Wu
33545,2,2,2,Wings Hauser,R. Lee Ermey,Robert Arevalo,0,Brian Trenchard-Smith
96716,2,1,1,Elijah Wood,Rachael Leigh Cook,Janeane Garofalo,0,Martin Duffy
36835,0,0,0,Manuel Gélin,France Lomay,Myriam Landson,2,Jesús Franco
24102,2,1,2,Kenneth Mars,Miriam Flynn,Jeff Bennett,2,Charles Grosvenor
17885,2,1,2,Edward G. Robinson,Claire Trevor,Humphrey Bogart,2,Anatole Litvak
44966,2,1,1,Dax Shepard,Katie Aselton,Bellamy Young,1,Katie Aselton
56529,2,1,2,Cory Knauf,Taylor Cole,Bret Roberts,2,Phil Flores
13480,2,1,2,Ricky Gervais,Taylor Cole,Bret Roberts,2,John Moffitt
54164,2,2,0,Terence Hill,Gregory Walcott,Yanti Somer,0,Enzo Barboni
7085,2,0,0,Lex Barker,Pierre Brice,Sophie Hardy,2,Harald Reinl
32139,2,1,2,James Marshall,Olivia d'Abo,Jeremy Foley,2,Tony Giglio
255692,2,2,2,Dominic Purcell,Adam Beach,Michael Ironside,2,Sturla Gunnarsson
23122,0,2,1,Horace B. Carpenter,Ted Edwards,Phyllis Diller,2,Dwain Esper
53729,1,1,1,Rumer Willis,Kristin Cavallari,Tania Raymonde,1,Dana Lustig
28468,1,2,2,Stefania Sandrelli,Franco Branciaroli,Frank Finlay,2,Tinto Brass
27417,2,1,2,Karl Jacob,Vanessa Horneff,Sean Reid,2,Ti West
59424,0,0,0,Ricky Koole,Sergio Hasselbaink,Marcel Hensema,0,Maria Peters
49597,2,0,2,Colin Egglesfield,Stephanie Chao,Roger Yuan,0,Marty Weiss
58718,2,1,0,Eoin Macken,Anna Skellern,Tereza Srbova,2,Andrew Hull
25556,2,2,1,John Ingle,Kenneth Mars,Miriam Flynn,2,Charles Grosvenor
16004,1,2,2,Amy Smart,Tom Malloy,Billy Zane,2,Robert Iscove
15066,2,0,1,Kevin Sorbo,Richard Dillard,Gail Cronauer,2,Tripp Reed
42703,2,2,2,Kirk Douglas,Robert Mitchum,Richard Widmark,2,Andrew V. McLaglen
29237,2,0,2,Vincent Price,Lynn Bari,Frank Latimore,2,Alfred L. Werker
62904,1,2,1,Nikki DeLoach,Stephen Colletti,Anabella Casanova,2,Griff Furst
71461,2,2,2,David Morrissey,Aidan Gillen,Eddie Marsan,2,Stephen Hopkins
43219,2,1,0,Benjamin Bratt,Talisa Soto,Max Rosenak,0,Peter Bratt
34734,2,1,0,Rob Lowe,Marnie McPhail,Ben Lewis,0,Ernie Barbarash
85609,2,2,1,Paul Newman,Laurence Harvey,Claire Bloom,2,Martin Ritt
48358,1,2,1,Neve Campbell,Patrick Stewart,Joan Sims,0,Sydney Macartney
47962,0,2,0,Wynand Uys,Jamie Uys,Lady Frolic of Belvedale,2,Jamie Uys
84905,2,2,0,John Wayne,Henry B. Walthall,Shirley Palmer,2,Mack V. Wright
25550,2,2,1,Walter Pidgeon,John Hodiak,Audrey Totter,2,Gerald Mayer
171232,2,2,0,Chuck Berry,Little Richard,Fats Domino,2,Robert Abel
149515,2,0,2,Richard Dix,Lois Wilson,Noah Beery,2,George B. Seitz
57016,2,0,0,Nelson Mandela,Winnie Mandela,F.W. de Klerk,0,Angus Gibson
113210,2,2,1,Greg Evigan,Eugene Clark,Torri Higginson,0,Jerry Ciccoritti
99234,1,2,2,Gene Tierney,Preston Foster,John Sutton,2,William A. Wellman
29284,2,1,2,Paul Langton,Barbara Payton,Robert Shayne,0,Edgar G. Ulmer
239706,2,0,0,Kris Kristofferson,Sam Peckinpah,Fern Lea Peter,0,Tom Thurman
70734,1,2,1,Lillian Gish,Ronald Colman,Gail Kane,2,Henry King
116639,1,0,1,Alice White,Paul Page,Myrna Loy,2,Edward F. Cline
44766,2,2,1,Robert Taylor,Richard Widmark,Patricia Owens,2,John Sturges
68202,1,2,2,Eva Longoria,Christian Slater,Oscar Nunez,1,Gabriela Tagliavini
94228,2,0,0,Erich Kästner,Antje Weisgerber,Peter Mosbacher,2,Josef von Báky
25587,2,2,2,John Ingle,Rob Paulsen,Thomas Dekker,2,Charles Grosvenor
38269,0,1,2,Duncan 'Dean' Parkin,Sally Fraser,Roger Pace,2,Bert I. Gordon
42305,2,1,2,Jerry Lewis,Jill St. John,Ray Walston,2,Frank Tashlin
39829,2,1,2,Lee Majors,Barbara Anderson,Martin Balsam,2,Richard Irving
57943,2,1,2,Campbell Scott,Jennifer Jason Leigh,David Dukes,2,Dan Curtis
24554,2,2,2,John Ingle,Alec Medlock,Kenneth Mars,2,Charles Grosvenor
47003,1,2,2,Suzanna Leigh,Frank Finlay,Guy Doleman,2,Freddie Francis
35668,2,1,2,Robert Hutton,Jennifer Jayne,Zia Mohyeddin,2,Freddie Francis
62108,2,1,1,Michael Bryant,Ursula Howells,Pat Heywood,2,Freddie Francis
42468,2,2,1,Jack Hawkins,Donald Pleasence,Kim Novak,2,Freddie Francis
13013,2,2,2,Harry Nilsson,Ringo Starr,Freddie Jones,2,Freddie Francis
105902,2,1,0,Jack Palance,Diana Dors,Julie Ege,2,Freddie Francis
70810,2,2,1,Peter Cushing,John Hurt,Alexandra Bastedo,2,Freddie Francis
106280,2,1,1,Michael Moriarty,Jenny Agutter,Carol Lynley,2,Freddie Francis
38932,0,1,2,Adam Astill,Angeline Ball,John Lynch,2,Tom Reeve
42904,1,2,2,Tia Carrere,Peter Fonda,Luke Perry,2,John Harrison
42783,2,2,1,Elvis Presley,Arthur O'Connell,Glenda Farrell,2,Gene Nelson
65496,1,2,0,Déborah François,Mathieu Demy,Alain Cauchi,1,Emmanuelle Bercot
251768,2,1,2,Diedrich Bader,Laura Bailey,Dante Basco,2,Giancarlo Volpe
259074,1,0,2,Kirsten Prout,Dean Armstrong,Jesse Hutch,2,Declan O'Brien
70877,0,2,1,Paul Michael Lévesque,Michael Rapaport,Parker Posey,0,Artie Mandelberg
42303,2,2,2,Chevy Chase,Jon Voight,Simon Rex,2,Bob Clark
61168,1,1,2,Lara Flynn Boyle,Teri Hatcher,David Schwimmer,2,David Schwimmer
34128,2,1,2,Jason Ritter,Jess Weixler,Jesse L. Martin,2,Jay DiPietro
37404,2,2,1,Kevin Sorbo,Anthony Quinn,Roma Downey,0,Bill L. Norton
36421,2,1,2,Brendan Hughes,Michele Matheson,Sean Sullivan,1,Hope Perello
86059,2,1,2,Richard Burton,Elizabeth Taylor,Alec Guinness,2,Peter Glenville
18920,0,0,0,Rolf Skoglund,Claire Wikholm,Gunnar 'Knas' Lindkvist,0,Kjell Sundvall
150229,2,1,2,Stephen Dorff,Michelle Monaghan,Willem Dafoe,2,David Jacobson
256740,1,2,2,Abigail Breslin,James Purefoy,Sean Bean,2,Mark Young
58096,2,2,2,Daniel Franzese,Eric Jungmann,Shane McRae,2,Robert Englund
36283,2,2,2,James Coburn,Dick Shawn,Sergio Fantoni,2,Blake Edwards
43448,1,2,2,Loretta Young,Robert Mitchum,William Holden,2,Norman Foster
57258,2,1,2,Kirk Douglas,Elsa Martinelli,Walter Matthau,0,André De Toth
49848,2,2,2,Matthew Modine,Callum Blue,Adam Baldwin,2,Gregory Dark
41589,1,1,2,Sissy Spacek,Anna Chlumsky,Aaron Michael Metchik,0,Tia Brelis
51438,2,2,0,Scott Goodman,Richard Karn,Jane Sowerby,2,Robert Vince
21518,2,1,1,Kevin Zegers,Caitlin Wachs,Molly Hagan,2,Robert Vince
34672,0,1,2,Louis Ferreira,Christine Tucci,Maurice Godin,2,Robert Vince
26266,2,1,2,Chris Potter,Emma Roberts,Richard Kind,2,Robert Vince
9973,1,2,2,Abigail Breslin,Dominic Scott Kay,Josh Flitter,2,Robert Vince
48844,1,1,2,Kaitlyn Maher,Madison Pettis,Richard Riehle,2,Robert Vince
70587,1,2,1,Sierra McCormick,Harland Williams,Elisa Donovan,2,Robert Vince
78047,2,2,2,Richard Riehle,Edward Herrmann,Mason Cook,2,Robert Vince
142308,1,2,2,Cheryl Ladd,George Newbern,Pat Finn,2,Robert Vince
149910,2,2,2,Michael Teigen,Tim Conway,Cooper Roth,2,Robert Vince
71376,0,2,2,Molly Ringwald,John Vernon,Patrick McGaw,0,Ian Corson
173793,2,1,2,Gary Daniels,Kelly Benson,Cary-Hiroyuki Tagawa,2,Richard Martin
26042,2,1,1,Bruce Payne,Ashley Laurence,Angel Boris Reed,2,Eric Freiser
59120,1,2,2,Emily Baldoni,Nick Mennell,Lance Henriksen,2,Roel Reiné
60853,2,2,0,Burt Lancaster,Charles Bickford,Steve Cochran,0,Michael Curtiz
67659,2,2,2,Anthony Quinn,Charles Bronson,Jaime Fernández,2,Henri Verneuil
30027,2,1,1,Richard Gabai,Michelle Bauer,Linnea Quigley,2,Richard Gabai
30028,2,1,1,Richard Gabai,Michelle Bauer,Linnea Quigley,2,Richard Gabai
31277,2,1,2,Aaron Carter,Alana Austin,David Cassidy,2,Richard Gabai
73548,0,1,2,Dustin Hunter Evans,Janine Turner,Patrick Muldoon,2,Richard Gabai
77874,2,1,2,Max Perlich,Lesley-Ann Brandt,Matt Knudsen,2,Richard Gabai
133446,1,2,1,Lacey Chabert,Ethan Embry,Amanda Schull,2,Richard Gabai
210059,2,1,1,Sam Page,Shannon Elizabeth,Elizabeth Peña,2,Richard Gabai
240913,1,0,2,Lacey Chabert,Amy Davidson,Will Kemp,2,Richard Gabai
283105,1,2,2,AJ Michalka,Jean-Luc Bilodeau,Jesse McCartney,2,Richard Gabai
51768,2,2,2,Tom Berenger,Sam Elliott,Gary Busey,2,John Milius
58012,2,2,0,Stan Laurel,Oliver Hardy,Dennis King,2,Hal Roach
113215,2,2,2,Greg Evigan,Eugene Clark,William Shatner,2,Timothy Bond
113209,2,2,1,Greg Evigan,Eugene Clark,Torri Higginson,2,George Bloomfield
89872,1,2,1,Leah Pipes,E.J. Bonilla,Priscilla Lopez,1,Susan Seidelman
174769,2,1,1,Dana Andrews,Merle Oberon,Ethel Barrymore,2,John Cromwell
274060,2,2,2,Ronald Reagan,Jack Carson,Wayne Morris,2,David Butler
246218,2,2,0,Holt Boggs,Bryan Chatlien,Larry Jack Dotson,2,Brian T. Jaynes
102078,2,1,2,Alan Ladd,Dianne Foster,William Bendix,2,Rudolph Maté
133491,1,0,0,Roxana Blanco,Carlos Vallarino,Oscar Pernas,2,Rodrigo Plá
84906,2,0,1,John Wayne,Frank McHugh,Marceline Day,0,Tenny Wright
35986,2,0,1,Jack La Rue,Hugh McDermott,Linden Travers,0,St. John Legh Clowes
153228,1,2,2,Barbara Stanwyck,Fred MacMurray,Ward Bond,2,Roy Rowland
224937,2,1,2,Bill Pullman,Julie Brown,Peter Boyle,2,Rocky Lang
38382,2,1,1,Norman Wisdom,Lana Morris,Belinda Lee,2,John Paddy Carstairs
49483,2,2,2,George C. Scott,Tim Curry,Michael Hordern,2,Clive Donner
85429,1,1,0,Olivia Bonamy,Audrey Tautou,Axelle Ade-Pasdeloup,0,Serge Meynard
40858,2,2,1,Dan Duryea,Herbert Marshall,Gale Storm,0,Cy Endfield
215299,1,2,0,Margaret O'Brien,Jimmy Durante,José Iturbi,2,Henry Koster
109933,1,2,2,Rita Hayworth,Victor Mature,John Sutton,2,Irving Cummings
5201,1,2,2,Greta Garbo,Lewis Stone,Nils Asther,2,Sidney Franklin
89743,2,2,2,Walter Matthau,Charles Grodin,Vincent Gardenia,2,William Asher
64130,2,2,2,David James Elliott,Grayson Russell,Ed Quinn,2,Christopher R. Watson
47884,1,2,2,Bonita Granville,Frankie Thomas,John Litel,2,William Clemens
84312,0,0,2,Fenessa Pineda,Venecia Troncoso,Joaquín Garrido,0,Aurora Guerrero
4529,2,1,0,Montgomery Clift,Macha Méril,Christine Delaroche,2,Raoul Lévy
218443,0,2,1,Pavel Barshak,Viktor Sukhorukov,Ingeborga Dapkunaite,0,Valeri Rozhnov
79190,2,2,1,Tahmoh Penikett,Michael Worth,Kacey Clarke,2,Steven R. Monroe
78094,2,2,2,Jack Thompson,Max Cullen,Reg Lye,2,Ken Hannam
56146,2,2,1,George Sanders,Herbert Marshall,Doris Dudley,2,Albert Lewin
66812,0,0,2,Catherine Hessling,Jean Angelo,Werner Krauss,2,Jean Renoir
1790,2,0,1,Glenn Ford,Carolyn Jones,Barbara Hershey,2,Lee H. Katzin
47882,1,2,2,Bonita Granville,Frankie Thomas,John Litel,2,William Clemens
112648,2,2,2,Ice-T,Hannes Jaenicke,Michael Dudikoff,2,Fred Olen Ray
44663,2,0,2,Norman Reedus,Konstantin Yushkevich,Slava Schoot,0,Chris Solimine
47883,1,2,2,Bonita Granville,John Litel,James Stephenson,2,William Clemens
73424,2,1,2,Mark Duplass,Melissa Leo,Bret Loehr,2,Craig Johnson
98293,2,1,1,Victor McLaglen,Wynne Gibson,Alison Skipworth,0,Lewis Milestone
260535,2,0,1,Drew Justice,Rio Mangini,Jenna Ortega,0,Alex Zamm
90376,2,2,1,John Lithgow,Eric Roberts,Mädchen Amick,0,William Curran
81010,2,1,2,Ray Liotta,Alexandra Breckenridge,Colin Ford,0,Doug Lodato
16089,1,2,2,June Haver,William Lundigan,Frank Fay,2,Joseph M. Newman
23022,2,1,2,Franchot Tone,Jean Wallace,Marc Lawrence,2,Fletcher Markle
136867,0,1,2,Sam Smith,Keira Knightley,Robert Lindsay,2,Renny Rye
35405,2,2,0,Elliott Gould,Donald Sutherland,Zouzou,2,Irvin Kershner
49429,2,1,2,Adam Beach,Tantoo Cardinal,Bradley Cooper,0,Georgina Lightning
63512,2,2,1,Jason Robards,Herbert Lom,Christine Kaufmann,2,Gordon Hessler
4968,2,2,0,Christopher Lambert,Dennis Hopper,Simon Mabija,0,Jean-Pierre Roux
79521,1,2,1,Jane Wyman,Van Johnson,Peggie Castle,2,Rudolph Maté
16997,2,2,2,Eric Braeden,Billy Zane,James Patrick Stuart,2,Glen Pitre
60543,1,0,2,Sophia Loren,Omar Sharif,Georges Wilson,2,Francesco Rosi
28282,2,2,2,Christopher Masterson,Jake Muxworthy,Jon Gries,0,Ben Rekhi
49050,2,1,2,Richard Joseph Paul,Jackie Swanson,Andrew Divoff,0,Sam Irvin
26316,2,1,2,David McCallum,Suzanne Neve,Charles Gray,2,Boris Sagal
71945,2,1,1,David Selby,Grayson Hall,Kate Jackson,2,Dan Curtis
55529,0,1,2,Matt Keeslar,Clare Kramer,Jeremy Sisto,2,Jeremy Kasten
58664,2,1,2,Sterling Beaumon,Madison Pettis,Luke Benward,2,Rich Correll
27376,2,1,2,Frankie Avalon,Annette Funicello,Don Rickles,2,William Asher
29400,2,2,1,Tom Poston,Robert Morley,Janette Scott,2,William Castle
32978,2,2,1,James Kyson,George Stults,Penny Drake,0,Jason Stephens
42367,2,1,1,Harold Lloyd,Jobyna Ralston,Josephine Crowell,0,Fred C. Newmeyer
52011,2,2,0,Chiezo Kataoka,Kô Nishimura,Ryôhei Uchida,0,Eiichi Kudo
60173,0,2,0,Blanka Copikova,Andrew Divoff,Michal Gucík,2,Albert Pyun
107096,0,2,2,Sue Price,Tim Thomerson,Norbert Weisser,2,Albert Pyun
43407,2,2,0,Tatsuya Mihashi,Takeshi Katô,Homare Suguro,2,Frank Sinatra
44773,2,0,2,Patrick Muldoon,Sarah Desage,Bo Svenson,0,Ben Hayflick
38132,2,0,2,Rodney Dangerfield,Andrew Dice Clay,John Byner,2,Sidney J. Furie
73257,1,1,2,Scarlett Johansson,Eva Mendes,Judge Reinhold,2,Erik Fleming
44381,2,0,1,Jamie Croft,Philip Quest,Susan Lyons,2,Mario Andreacchio
26538,2,2,2,Buddy Hackett,Robert Morse,Paul Frees,2,Jules Bass
69792,2,1,2,Rhys Darby,Sally Hawkins,Craig Hall,2,Paul Murphy
16309,1,2,1,Erin Evans,Justin L. Jones,Kazuyuki Okada,2,Erik Estenberg
106968,2,2,2,Christopher Lambert,Craig Sheffer,David Arquette,2,Deran Sarafian
39044,2,2,2,Terence Morgan,Ronald Howard,Fred Clark,2,Michael Carreras
32387,2,1,2,Burt Reynolds,Candice Bergen,George Segal,2,Burt Reynolds
76864,0,1,0,Oliver Loftéen,Tuva Novotny,Jacob Nordenson,2,Daniel Alfredson
25386,2,1,2,Kenneth More,Taina Elg,James Hayter,2,Ralph Thomas
34586,0,0,2,Bogdan Benyuk,Alexandr Golubev,Aleksandr Baluev,0,Andrei Kavun
54613,2,1,2,George Segal,Goldie Hawn,Conrad Janis,2,Melvin Frank
87514,2,1,2,Charlton Heston,Yvette Mimieux,James Brolin,2,John Guillermin
3582,1,2,2,Sophia Loren,Peter Sellers,Vittorio De Sica,2,Anthony Asquith
45568,2,0,1,Idris Elba,William Hope,Monique Gabriela Curnen,2,Thomas Ikimi
37608,2,2,1,George C. Scott,Stacy Keach,Jane Alexander,0,Richard Fleischer
23816,2,2,1,Adam Baldwin,Victor Webster,Morena Baccarin,2,David Flores
71204,2,0,2,Burt Reynolds,Saffron Burrows,Peter Facinelli,2,Bill Bennett
48374,2,1,2,William Katt,Alexandra Paul,Monte Markham,2,Scott P. Levy
31242,2,2,2,Cole Sprouse,Dylan Sprouse,Tom Arnold,0,Sydney J. Bartholomew Jr.
30402,2,0,2,Edward Furlong,Steve Railsback,Callard Harris,2,Andrew Lauer
99732,2,2,2,Richard Barthelmess,David Manners,Johnny Mack Brown,0,William Dieterle
45662,2,2,2,Tom Kenny,Zack Shada,Patrick Warburton,2,John H. Williams
44775,2,2,2,Stan Laurel,Oliver Hardy,James Finlayson,2,George Marshall
53953,2,1,2,Lochlyn Munro,Chandra West,Steve Bacic,2,Chuck Bowman
11643,1,2,1,Suzanne Pleshette,Ian McShane,Mildred Natwick,2,Mel Stuart
50364,1,2,1,Catherine Tate,Robert Pattinson,Anne Reid,1,Robin Sheppard
171130,1,2,1,Doris Day,Gordon MacRae,Virginia Mayo,2,Roy Del Ruth
103934,1,2,2,June Allyson,Van Johnson,Gig Young,0,Robert Z. Leonard
43866,1,2,2,Jeanette MacDonald,Allan Jones,Warren William,0,Robert Z. Leonard
28321,0,1,0,Pier Paolo Capponi,Nieves Navarro,Marzio Margine,0,Fernando Di Leo
61462,2,2,2,Mario Adorf,Henry Silva,Woody Strode,0,Fernando Di Leo
80601,1,2,1,Jenny Tamburi,Maurice Ronet,Lisa Gastoni,0,Fernando Di Leo
89651,1,2,0,Ursula Andress,Woody Strode,Marc Porel,0,Fernando Di Leo
74379,2,2,2,Luc Merenda,James Mason,Marino Masé,0,Fernando Di Leo
